S_No,BillDate_and_Time,BillNo,Tbl_,Pax,KotNo,KOTDate_and_Time,Steward,Classification,MenuGroup,ItemCode,ItemName,Rate,Qty,Amount,Discount,CGS_2_5,SGS_2_5,Total,UserID,PayMode,Tips,Restaurant
45.0,2019-04-07T23:20:00,267.0,8.0,2.0,1084.0,2019-04-07T19:48:00,Alok,Soft Drink,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,SUNIL,,,Shish
45.0,2019-04-07T23:20:00,267.0,8.0,2.0,1084.0,2019-04-07T19:48:00,Alok,Food,Vegetarian Starters,33.0,Homestyle Nachos,255.0,1.0,255.0,0.0,6.375,6.375,267.76,SUNIL,,,Shish
45.0,2019-04-07T23:20:00,267.0,8.0,2.0,1084.0,2019-04-07T19:48:00,Alok,Food,Non Vegetarian Starters,531.0,Add Chicken,60.0,1.0,60.0,0.0,1.5,1.5,63.0,SUNIL,,,Shish
45.0,2019-04-07T23:20:00,267.0,8.0,2.0,1084.0,2019-04-07T19:48:00,Alok,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,0.0,5.0,5.0,210.0,SUNIL,,,Shish
45.0,2019-04-07T23:20:00,267.0,8.0,2.0,1084.0,2019-04-07T19:48:00,Alok,Liquor,Rum,304.0,Old Monk,90.0,2.0,180.0,0.0,,,180.0,SUNIL,,,Shish
45.0,2019-04-07T23:20:00,267.0,8.0,2.0,1084.0,2019-04-07T19:48:00,Alok,Food,Non Vegetarian Starters,532.0,Chicken Ghee Roast 1/2,124.99999999999999,1.0,125.0,0.0,3.125,3.125,131.26,SUNIL,,,Shish
45.0,2019-04-07T23:20:00,267.0,8.0,2.0,1084.0,2019-04-07T19:48:00,Alok,Food,Salads,7.0,Cheese Cherry Pineapple,175.0,1.0,175.0,0.0,4.375,4.375,183.76,SUNIL,,,Shish
45.0,2019-04-07T23:20:00,267.0,8.0,2.0,1084.0,2019-04-07T19:48:00,Alok,Liquor,Beers 650ml,246.0,Kingfisher Ultra 650ml,295.0,1.0,295.0,0.0,,,295.0,SUNIL,,,Shish
45.0,2019-04-07T23:20:00,267.0,8.0,2.0,1084.0,2019-04-07T19:48:00,Alok,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,SUNIL,,,Shish
45.0,2019-04-07T23:20:00,267.0,8.0,2.0,1084.0,2019-04-07T19:48:00,Alok,Liquor,Rum,304.0,Old Monk,90.0,2.0,180.0,0.0,,,180.0,SUNIL,,,Shish
45.0,2019-04-07T23:20:00,267.0,8.0,2.0,1084.0,2019-04-07T19:48:00,Alok,Liquor,Rum,304.0,Old Monk,90.0,1.0,90.0,0.0,,,90.0,SUNIL,,,Shish
45.0,2019-04-07T23:20:00,267.0,8.0,2.0,1084.0,2019-04-07T19:48:00,Alok,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,SUNIL,,,Shish
46.0,2019-04-07T23:27:00,269.0,B2,2.0,1192.0,2019-04-07T22:02:00,Ranjan,Liquor,Rum,305.0,Hercules Deluxe,100.0,2.0,200.0,0.0,,,200.0,SUNIL,,,Shish
46.0,2019-04-07T23:27:00,269.0,B2,2.0,1192.0,2019-04-07T22:02:00,Ranjan,Liquor,Rum,305.0,Hercules Deluxe,100.0,2.0,200.0,0.0,,,200.0,SUNIL,,,Shish
46.0,2019-04-07T23:27:00,269.0,B2,2.0,1192.0,2019-04-07T22:02:00,Ranjan,Liquor,Classic Cocktails,221.0,Margarita,295.0,1.0,295.0,0.0,,,295.0,SUNIL,,,Shish
46.0,2019-04-07T23:27:00,269.0,B2,2.0,1192.0,2019-04-07T22:02:00,Ranjan,Food,Salads,9.0,Boiled Peanut Usli,110.0,1.0,110.0,0.0,2.75,2.75,115.5,SUNIL,,,Shish
46.0,2019-04-07T23:27:00,269.0,B2,2.0,1192.0,2019-04-07T22:02:00,Ranjan,Food,Vegetarian Starters,20.0,Crispy Corn - Karnataka Style,165.0,1.0,165.0,0.0,4.125,4.125,173.26,SUNIL,,,Shish
46.0,2019-04-07T23:27:00,269.0,B2,2.0,1192.0,2019-04-07T22:02:00,Ranjan,Liquor,Rum,305.0,Hercules Deluxe,100.0,1.0,100.0,0.0,,,100.0,SUNIL,,,Shish
46.0,2019-04-07T23:27:00,269.0,B2,2.0,1192.0,2019-04-07T22:02:00,Ranjan,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,SUNIL,,,Shish
46.0,2019-04-07T23:27:00,269.0,B2,2.0,1192.0,2019-04-07T22:02:00,Ranjan,Food,Indian Mains,127.0,Masappu,175.0,1.0,175.0,0.0,4.375,4.375,183.76,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Liquor,Draught Beer,511.0,Budweiser Draught Tower (p),1150.0,1.0,1150.0,115.0,,,1035.0,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Vegetarian Starters,327.0,Peanut Masala,104.99999999999999,1.0,105.0,10.5,2.363,2.363,99.22,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Non Vegetarian Starters,43.0,Peri Peri Chicken Wings 1 Doz,295.0,1.0,295.0,29.5,6.638,6.638,278.78,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Salads,1.0,GREEN SALAD STICKS,104.99999999999999,1.0,105.0,10.5,2.363,2.363,99.22,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,20.0,4.5,4.5,189.0,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Liquor,Draught Beer,511.0,Budweiser Draught Tower (p),1150.0,1.0,1150.0,115.0,,,1035.0,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Non Vegetarian Starters,43.0,Peri Peri Chicken Wings 1 Doz,295.0,1.0,295.0,29.5,6.638,6.638,278.78,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Non Vegetarian Starters,59.0,Kalmi Kabab,255.0,1.0,255.0,25.5,5.738,5.738,240.98,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,20.0,4.5,4.5,189.0,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Liquor,Draught Beer,503.0,Budweiser Draught Mug (m),155.0,1.0,155.0,15.5,,,139.5,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Liquor,Draught Beer,502.0,Budweiser Draught Pitcher ( M),625.0,1.0,625.0,62.5,,,562.5,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Salads,1.0,GREEN SALAD STICKS,104.99999999999999,1.0,105.0,10.5,2.363,2.363,99.22,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,27.5,,,247.5,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Rice,172.0,PALAK RICE,165.0,1.0,165.0,16.5,3.713,3.713,155.92,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Liquor,Draught Beer,502.0,Budweiser Draught Pitcher ( M),625.0,1.0,625.0,62.5,,,562.5,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Rice,172.0,PALAK RICE,165.0,1.0,165.0,16.5,3.713,3.713,155.92,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,20.0,4.5,4.5,189.0,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Soft Drink,Soft Beverages,313.0,Fresh Lime Soda,80.0,1.0,80.0,8.0,1.8,1.8,75.6,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Liquor,Draught Beer,502.0,Budweiser Draught Pitcher ( M),625.0,1.0,625.0,62.5,,,562.5,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,5.0,1.125,1.125,47.26,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,5.0,1.125,1.125,47.26,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,5.0,1.125,1.125,47.26,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Indian Mains,131.0,Nati Koli Curry,335.0,1.0,335.0,33.5,7.538,7.538,316.58,SUNIL,,,Shish
47.0,2019-04-07T23:30:00,270.0,2.0,7.0,1080.0,2019-04-07T19:42:00,Ranjan,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,20.0,4.5,4.5,189.0,SUNIL,,,Shish
48.0,2019-04-07T23:30:00,271.0,17.0,2.0,1144.0,2019-04-07T20:54:00,Alok,Liquor,Draught Beer,496.0,Budweiser Draught Pitcher(p),605.0,1.0,605.0,0.0,,,605.0,SUNIL,,,Shish
48.0,2019-04-07T23:30:00,271.0,17.0,2.0,1144.0,2019-04-07T20:54:00,Alok,Food,Non Vegetarian Starters,77.0,Egg Bhurjji,145.0,1.0,145.0,0.0,3.625,3.625,152.26,SUNIL,,,Shish
48.0,2019-04-07T23:30:00,271.0,17.0,2.0,1144.0,2019-04-07T20:54:00,Alok,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,SUNIL,,,Shish
48.0,2019-04-07T23:30:00,271.0,17.0,2.0,1144.0,2019-04-07T20:54:00,Alok,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,0.0,5.0,5.0,210.0,SUNIL,,,Shish
48.0,2019-04-07T23:30:00,271.0,17.0,2.0,1144.0,2019-04-07T20:54:00,Alok,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,SUNIL,,,Shish
49.0,2019-04-07T23:33:00,272.0,14.0,2.0,1165.0,2019-04-07T23:33:00,Alok,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,SUNIL,,,Shish
49.0,2019-04-07T23:33:00,272.0,14.0,2.0,1165.0,2019-04-07T23:33:00,Alok,Liquor,Long Island Specials,223.0,O FIZZ,355.0,1.0,355.0,0.0,,,355.0,SUNIL,,,Shish
49.0,2019-04-07T23:33:00,272.0,14.0,2.0,1165.0,2019-04-07T23:33:00,Alok,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,0.0,,,275.0,SUNIL,,,Shish
49.0,2019-04-07T23:33:00,272.0,14.0,2.0,1165.0,2019-04-07T23:33:00,Alok,Food,Non Vegetarian Starters,56.0,MURGH ACHARI TIKKA,245.0,1.0,245.0,0.0,6.125,6.125,257.26,SUNIL,,,Shish
1.0,2019-04-07T14:04:00,90.0,10.0,2.0,297.0,2019-04-07T13:25:00,Amalnathan,Liquor,Draught Beer,496.0,Budweiser Draught Pitcher(p),605.0,1.0,605.0,0.0,,,605.0,SUNIL,,,Timber
1.0,2019-04-07T14:04:00,90.0,10.0,2.0,297.0,2019-04-07T13:25:00,Amalnathan,Soft Drink,Soft Beverages,313.0,Fresh Lime Soda,80.0,1.0,80.0,0.0,2.0,2.0,84.0,SUNIL,,,Timber
1.0,2019-04-07T14:04:00,90.0,10.0,2.0,297.0,2019-04-07T13:25:00,Amalnathan,Food,Non Vegetarian Starters,43.0,Peri Peri Chicken Wings 1 Doz,295.0,1.0,295.0,0.0,7.375,7.375,309.76,SUNIL,,,Timber
2.0,2019-04-07T14:31:00,91.0,7.0,2.0,294.0,2019-04-07T12:19:00,Amalnathan,Liquor,Draught Beer,496.0,Budweiser Draught Pitcher(p),605.0,1.0,605.0,60.5,,,544.5,SUNIL,,,Timber
2.0,2019-04-07T14:31:00,91.0,7.0,2.0,294.0,2019-04-07T12:19:00,Amalnathan,Food,Vegetarian Starters,408.0,French Fries Plain,145.0,1.0,145.0,14.5,3.263,3.263,137.02,SUNIL,,,Timber
2.0,2019-04-07T14:31:00,91.0,7.0,2.0,294.0,2019-04-07T12:19:00,Amalnathan,Food,Non Vegetarian Starters,57.0,Garlic Pepper Murg,245.0,1.0,245.0,24.5,5.513,5.513,231.52,SUNIL,,,Timber
2.0,2019-04-07T14:31:00,91.0,7.0,2.0,294.0,2019-04-07T12:19:00,Amalnathan,Liquor,Draught Beer,496.0,Budweiser Draught Pitcher(p),605.0,1.0,605.0,60.5,,,544.5,SUNIL,,,Timber
3.0,2019-04-07T14:53:00,92.0,6.0,3.0,60.0,2019-04-07T21:26:00,Sunil,Food,Vegetarian Starters,40.0,PANEER GHEE ROAST,245.0,1.0,245.0,0.0,6.125,6.125,257.26,SUNIL,,,Timber
3.0,2019-04-07T14:53:00,92.0,6.0,3.0,60.0,2019-04-07T21:26:00,Sunil,Liquor,Draught Beer,603.0,Budwesier Draught Mug 500ml (m),215.0,1.0,215.0,0.0,,,215.0,SUNIL,,,Timber
3.0,2019-04-07T14:53:00,92.0,6.0,3.0,60.0,2019-04-07T21:26:00,Sunil,Food,Biryani,167.0,Chicken Biryani,275.0,1.0,275.0,0.0,6.875,6.875,288.76,SUNIL,,,Timber
3.0,2019-04-07T14:53:00,92.0,6.0,3.0,60.0,2019-04-07T21:26:00,Sunil,Food,Biryani,169.0,Vegetarian Biryani,235.0,1.0,235.0,0.0,5.875,5.875,246.76,SUNIL,,,Timber
4.0,2019-04-07T15:25:00,93.0,1.0,2.0,305.0,2019-04-07T14:31:00,Amalnathan,Food,Salads,1.0,GREEN SALAD STICKS,104.99999999999999,1.0,105.0,0.0,2.625,2.625,110.26,SUNIL,,,Timber
4.0,2019-04-07T15:25:00,93.0,1.0,2.0,305.0,2019-04-07T14:31:00,Amalnathan,Food,Vegetarian Starters,328.0,BABYCORN CHILLI,235.0,1.0,235.0,0.0,5.875,5.875,246.76,SUNIL,,,Timber
4.0,2019-04-07T15:25:00,93.0,1.0,2.0,305.0,2019-04-07T14:31:00,Amalnathan,Soft Drink,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,SUNIL,,,Timber
4.0,2019-04-07T15:25:00,93.0,1.0,2.0,305.0,2019-04-07T14:31:00,Amalnathan,Food,Indian Mains,144.0,Avare Kaalu Gojju,185.0,1.0,185.0,0.0,4.625,4.625,194.26,SUNIL,,,Timber
4.0,2019-04-07T15:25:00,93.0,1.0,2.0,305.0,2019-04-07T14:31:00,Amalnathan,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,SUNIL,,,Timber
4.0,2019-04-07T15:25:00,93.0,1.0,2.0,305.0,2019-04-07T14:31:00,Amalnathan,Liquor,Draught Beer,497.0,Budweiser Draught Mug (p),135.0,1.0,135.0,0.0,,,135.0,SUNIL,,,Timber
4.0,2019-04-07T15:25:00,93.0,1.0,2.0,305.0,2019-04-07T14:31:00,Amalnathan,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Soups,12.0,MANCHOW SOUP CHICKEN,110.0,1.0,110.0,0.0,2.75,2.75,115.5,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Soups,12.0,MANCHOW SOUP CHICKEN,110.0,1.0,110.0,0.0,2.75,2.75,115.5,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Soups,12.0,MANCHOW SOUP CHICKEN,110.0,1.0,110.0,0.0,2.75,2.75,115.5,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Soups,12.0,MANCHOW SOUP CHICKEN,110.0,1.0,110.0,0.0,2.75,2.75,115.5,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Soups,12.0,MANCHOW SOUP CHICKEN,110.0,1.0,110.0,0.0,2.75,2.75,115.5,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Soups,13.0,MANCHOW SOUP VEG,100.0,1.0,100.0,0.0,2.5,2.5,105.0,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Biryani,168.0,Mutton Biryani,335.0,1.0,335.0,0.0,8.375,8.375,351.76,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Rice,174.0,Curd Rice,124.99999999999999,1.0,125.0,0.0,3.125,3.125,131.26,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Vegetarian Starters,525.0,B B Q  Ed Cauliflower And Brocolli Tikka,245.0,1.0,245.0,0.0,6.125,6.125,257.26,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Bread,468.0,Butter Kucha,65.0,1.0,65.0,0.0,1.625,1.625,68.26,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Bread,468.0,Butter Kucha,65.0,1.0,65.0,0.0,1.625,1.625,68.26,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Bread,468.0,Butter Kucha,65.0,1.0,65.0,0.0,1.625,1.625,68.26,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Bread,467.0,Butter Nan,65.0,8.0,520.0,0.0,13.0,13.0,546.0,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Indian Mains,550.0,Babycorn Peas Masala,225.0,1.0,225.0,0.0,5.625,5.625,236.26,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Indian Mains,342.0,Kadai Chicken,275.0,1.0,275.0,0.0,6.875,6.875,288.76,SUNIL,,,Timber
5.0,2019-04-07T15:25:00,94.0,16.0,10.0,306.0,2019-04-07T14:39:00,Sunil,Food,Indian Mains,129.0,AFGHANI CHICKEN,275.0,1.0,275.0,0.0,6.875,6.875,288.76,SUNIL,,,Timber
6.0,2019-04-07T15:30:00,95.0,2.0,2.0,301.0,2019-04-07T14:15:00,Sunil,Food,Non Vegetarian Starters,394.0,Lemon Chicken,245.0,1.0,245.0,0.0,6.125,6.125,257.26,SUNIL,,,Timber
6.0,2019-04-07T15:30:00,95.0,2.0,2.0,301.0,2019-04-07T14:15:00,Sunil,Food,Seafood,89.0,Butter Garlic Prawns,375.0,1.0,375.0,0.0,9.375,9.375,393.76,SUNIL,,,Timber
6.0,2019-04-07T15:30:00,95.0,2.0,2.0,301.0,2019-04-07T14:15:00,Sunil,Food,Indian Mains,342.0,Kadai Chicken,275.0,1.0,275.0,0.0,6.875,6.875,288.76,SUNIL,,,Timber
6.0,2019-04-07T15:30:00,95.0,2.0,2.0,301.0,2019-04-07T14:15:00,Sunil,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,SUNIL,,,Timber
6.0,2019-04-07T15:30:00,95.0,2.0,2.0,301.0,2019-04-07T14:15:00,Sunil,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,SUNIL,,,Timber
6.0,2019-04-07T15:30:00,95.0,2.0,2.0,301.0,2019-04-07T14:15:00,Sunil,Food,Rice,175.0,Malnad Pulav - Chicken,275.0,1.0,275.0,0.0,6.875,6.875,288.76,SUNIL,,,Timber
7.0,2019-04-07T15:50:00,96.0,3.0,2.0,309.0,2019-04-07T14:51:00,Sunil,Food,Non Vegetarian Starters,53.0,Drums Of Heaven,255.0,1.0,255.0,0.0,6.375,6.375,267.76,SUNIL,,,Timber
7.0,2019-04-07T15:50:00,96.0,3.0,2.0,309.0,2019-04-07T14:51:00,Sunil,Food,Non Vegetarian Starters,538.0,Military Style Khaima Balls 1/2,150.0,1.0,150.0,0.0,3.75,3.75,157.5,SUNIL,,,Timber
7.0,2019-04-07T15:50:00,96.0,3.0,2.0,309.0,2019-04-07T14:51:00,Sunil,Food,Vegetarian Starters,328.0,BABYCORN CHILLI,235.0,1.0,235.0,0.0,5.875,5.875,246.76,SUNIL,,,Timber
7.0,2019-04-07T15:50:00,96.0,3.0,2.0,309.0,2019-04-07T14:51:00,Sunil,Food,Rice,178.0,Fried Rice - Vegetarian,195.0,1.0,195.0,0.0,4.875,4.875,204.76,SUNIL,,,Timber
7.0,2019-04-07T15:50:00,96.0,3.0,2.0,309.0,2019-04-07T14:51:00,Sunil,Soft Drink,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,SUNIL,,,Timber
7.0,2019-04-07T15:50:00,96.0,3.0,2.0,309.0,2019-04-07T14:51:00,Sunil,Food,Indian Mains,150.0,Mangy Egg Curry,195.0,1.0,195.0,0.0,4.875,4.875,204.76,SUNIL,,,Timber
7.0,2019-04-07T15:50:00,96.0,3.0,2.0,309.0,2019-04-07T14:51:00,Sunil,Food,Bread,467.0,Butter Nan,65.0,1.0,65.0,0.0,1.625,1.625,68.26,SUNIL,,,Timber
7.0,2019-04-07T15:50:00,96.0,3.0,2.0,309.0,2019-04-07T14:51:00,Sunil,Food,Bread,467.0,Butter Nan,65.0,1.0,65.0,0.0,1.625,1.625,68.26,SUNIL,,,Timber
7.0,2019-04-07T15:50:00,96.0,3.0,2.0,309.0,2019-04-07T14:51:00,Sunil,Food,Bread,467.0,Butter Nan,65.0,1.0,65.0,0.0,1.625,1.625,68.26,SUNIL,,,Timber
8.0,2019-04-07T16:43:00,97.0,4.0,2.0,318.0,2019-04-07T14:53:00,Amalnathan,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,SUNIL,,,Timber
8.0,2019-04-07T16:43:00,97.0,4.0,2.0,318.0,2019-04-07T14:53:00,Amalnathan,Liquor,Draught Beer,603.0,Budwesier Draught Mug 500ml (m),215.0,1.0,215.0,0.0,,,215.0,SUNIL,,,Timber
8.0,2019-04-07T16:43:00,97.0,4.0,2.0,318.0,2019-04-07T14:53:00,Amalnathan,Food,Vegetarian Starters,327.0,Peanut Masala,104.99999999999999,1.0,105.0,0.0,2.625,2.625,110.26,SUNIL,,,Timber
8.0,2019-04-07T16:43:00,97.0,4.0,2.0,318.0,2019-04-07T14:53:00,Amalnathan,Soft Drink,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,SUNIL,,,Timber
8.0,2019-04-07T16:43:00,97.0,4.0,2.0,318.0,2019-04-07T14:53:00,Amalnathan,Food,Indian Mains,143.0,PRAWNS CURRY,350.0,1.0,350.0,0.0,8.75,8.75,367.5,SUNIL,,,Timber
8.0,2019-04-07T16:43:00,97.0,4.0,2.0,318.0,2019-04-07T14:53:00,Amalnathan,Liquor,Draught Beer,498.0,Budweiser Draught Mug 500ml (p),195.0,1.0,195.0,0.0,,,195.0,SUNIL,,,Timber
8.0,2019-04-07T16:43:00,97.0,4.0,2.0,318.0,2019-04-07T14:53:00,Amalnathan,Soft Drink,Soft Beverages,313.0,Fresh Lime Soda,80.0,1.0,80.0,0.0,2.0,2.0,84.0,SUNIL,,,Timber
8.0,2019-04-07T16:43:00,97.0,4.0,2.0,318.0,2019-04-07T14:53:00,Amalnathan,Food,Rice,171.0,GHEE RICE,195.0,1.0,195.0,0.0,4.875,4.875,204.76,SUNIL,,,Timber
9.0,2019-04-07T16:50:00,98.0,9.0,2.0,342.0,2019-04-07T15:04:00,Amalnathan,Liquor,Long Island Specials,222.0,The Original Liit,355.0,1.0,355.0,0.0,,,355.0,SUNIL,,,Timber
9.0,2019-04-07T16:50:00,98.0,9.0,2.0,342.0,2019-04-07T15:04:00,Amalnathan,Food,Non Vegetarian Starters,57.0,Garlic Pepper Murg,245.0,1.0,245.0,0.0,6.125,6.125,257.26,SUNIL,,,Timber
9.0,2019-04-07T16:50:00,98.0,9.0,2.0,342.0,2019-04-07T15:04:00,Amalnathan,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,0.0,5.0,5.0,210.0,SUNIL,,,Timber
9.0,2019-04-07T16:50:00,98.0,9.0,2.0,342.0,2019-04-07T15:04:00,Amalnathan,Food,Non Vegetarian Starters,455.0,Dakshni Kebab,245.0,1.0,245.0,0.0,6.125,6.125,257.26,SUNIL,,,Timber
9.0,2019-04-07T16:50:00,98.0,9.0,2.0,342.0,2019-04-07T15:04:00,Amalnathan,Food,Indian Mains,546.0,Mangalore Veg Korma,195.0,1.0,195.0,0.0,4.875,4.875,204.76,SUNIL,,,Timber
9.0,2019-04-07T16:50:00,98.0,9.0,2.0,342.0,2019-04-07T15:04:00,Amalnathan,Food,Bread,467.0,Butter Nan,65.0,1.0,65.0,0.0,1.625,1.625,68.26,SUNIL,,,Timber
9.0,2019-04-07T16:50:00,98.0,9.0,2.0,342.0,2019-04-07T15:04:00,Amalnathan,Food,Bread,467.0,Butter Nan,65.0,1.0,65.0,0.0,1.625,1.625,68.26,SUNIL,,,Timber
9.0,2019-04-07T16:50:00,98.0,9.0,2.0,342.0,2019-04-07T15:04:00,Amalnathan,Food,Bread,467.0,Butter Nan,65.0,1.0,65.0,0.0,1.625,1.625,68.26,SUNIL,,,Timber
