S_No,BillDate_and_Time,BillNo,Tbl_,Pax,KotNo,KOTDate_and_Time,Steward,Classification,MenuGroup,ItemCode,ItemName,Rate,Qty,Amount,Discount,CGS_2_5,SGS_2_5,Total,UserID,PayMode,Tips,Restaurant
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Liquor,Vodka,334.0,Smirnoff Orange,140.0,2.0,280.0,0.0,,,280.0,NAGESH,,,The Estate
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,2.0,310.0,0.0,,,310.0,NAGESH,,,The Estate
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Others,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,NAGESH,,,The Estate
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Soft Drink,Soft Beverages,308.0,Sprite,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,The Estate
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Food,Vegetarian Starters,422.0,Chilli Cheese Toast,175.0,1.0,175.0,0.0,4.375,4.375,183.76,NAGESH,,,The Estate
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Food,Vegetarian Starters,27.0,Haryali Paneer Kabab,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,The Estate
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Food,Vegetarian Starters,414.0,Aloo Mutter Tikki,235.0,1.0,235.0,0.0,5.875,5.875,246.76,NAGESH,,,The Estate
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,2.0,310.0,0.0,,,310.0,NAGESH,,,The Estate
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,The Estate
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,The Estate
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Food,Indian Mains,144.0,Avare Kaalu Gojju,185.0,1.0,185.0,0.0,4.625,4.625,194.26,NAGESH,,,The Estate
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Food,Rice,339.0,Half Rice,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,The Estate
1.0,2019-04-02T21:37:00,3.0,3.0,2.0,7.0,2019-04-02T20:31:00,Ganesh,Food,Dessert,9999.0,ALMOND CAKE,205.0,1.0,205.0,0.0,5.125,5.125,215.26,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,2.0,310.0,0.0,,,310.0,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Soups,13.0,MANCHOW SOUP VEG,100.0,1.0,100.0,0.0,2.5,2.5,105.0,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Soups,13.0,MANCHOW SOUP VEG,100.0,1.0,100.0,0.0,2.5,2.5,105.0,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Soups,13.0,MANCHOW SOUP VEG,100.0,1.0,100.0,0.0,2.5,2.5,105.0,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Soups,13.0,MANCHOW SOUP VEG,100.0,1.0,100.0,0.0,2.5,2.5,105.0,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Seafood,85.0,Beer Battered Fish Fingers,295.0,1.0,295.0,0.0,7.375,7.375,309.76,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Seafood,99.0,Prawns Tawa Fry,375.0,1.0,375.0,0.0,9.375,9.375,393.76,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Non Vegetarian Starters,53.0,Drums Of Heaven,255.0,1.0,255.0,0.0,6.375,6.375,267.76,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Vegetarian Starters,29.0,Paneer Chilli,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Vegetarian Starters,29.0,Paneer Chilli,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Vegetarian Starters,23.0,Sabakki Vade,175.0,1.0,175.0,0.0,4.375,4.375,183.76,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Vegetarian Starters,408.0,French Fries Plain,145.0,1.0,145.0,0.0,3.625,3.625,152.26,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Vegetarian Starters,32.0,Cheesy Mushroom Melts,235.0,1.0,235.0,0.0,5.875,5.875,246.76,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Others,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Others,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,2.0,310.0,0.0,,,310.0,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Indian Mains,151.0,Kaima Avare Kaalu Gojju,345.0,1.0,345.0,0.0,8.625,8.625,362.26,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Indian Mains,144.0,Avare Kaalu Gojju,185.0,1.0,185.0,0.0,4.625,4.625,194.26,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Indian Mains,131.0,Nati Koli Curry,335.0,1.0,335.0,0.0,8.375,8.375,351.76,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Bread,164.0,Shavige With Kai Halu,145.0,1.0,145.0,0.0,3.625,3.625,152.26,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Biryani,167.0,Chicken Biryani,275.0,1.0,275.0,0.0,6.875,6.875,288.76,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Biryani,167.0,Chicken Biryani,275.0,1.0,275.0,0.0,6.875,6.875,288.76,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Others,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Others,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Bread,159.0,Neer Dosa,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,The Estate
2.0,2019-04-02T21:41:00,4.0,10.0,8.0,6.0,2019-04-02T20:21:00,Mahendra,Food,Rice,174.0,Curd Rice,124.99999999999999,1.0,125.0,0.0,3.125,3.125,131.26,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,1.0,155.0,0.0,,,155.0,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,1.0,155.0,0.0,,,155.0,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Others,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,1.0,155.0,0.0,,,155.0,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,1.0,155.0,0.0,,,155.0,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Food,Rice,354.0,Roasted Papad,55.0,1.0,55.0,0.0,1.375,1.375,57.76,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,1.0,155.0,0.0,,,155.0,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Liquor,Scotch/ Bourbon,276.0,Black & White,155.0,1.0,155.0,0.0,,,155.0,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Food,Rice,174.0,Curd Rice,124.99999999999999,1.0,125.0,0.0,3.125,3.125,131.26,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Food,Bread,165.0,Ragi Mudde,40.0,1.0,40.0,0.0,1.0,1.0,42.0,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Food,Bread,165.0,Ragi Mudde,40.0,1.0,40.0,0.0,1.0,1.0,42.0,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Food,Indian Mains,144.0,Avare Kaalu Gojju,185.0,1.0,185.0,0.0,4.625,4.625,194.26,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Food,Indian Mains,127.0,Masappu,175.0,1.0,175.0,0.0,4.375,4.375,183.76,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Food,Rice,174.0,Curd Rice,124.99999999999999,1.0,125.0,0.0,3.125,3.125,131.26,NAGESH,,,The Estate
3.0,2019-04-02T21:47:00,5.0,5.0,2.0,9.0,2019-04-02T20:44:00,Mahendra,Others,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,NAGESH,,,The Estate
4.0,2019-04-02T21:57:00,6.0,18.0,2.0,8.0,2019-04-02T20:41:00,Ganesh,Liquor,Whiskey,261.0,Teachers Highland,185.0,2.0,370.0,0.0,,,370.0,NAGESH,,,The Estate
4.0,2019-04-02T21:57:00,6.0,18.0,2.0,8.0,2019-04-02T20:41:00,Ganesh,Food,Mocktails,241.0,KOKUM SHERBET,85.0,1.0,85.0,0.0,2.125,2.125,89.26,NAGESH,,,The Estate
4.0,2019-04-02T21:57:00,6.0,18.0,2.0,8.0,2019-04-02T20:41:00,Ganesh,Others,Soft Beverages,309.0,BOTTLED WATER,20.0,1.0,20.0,0.0,0.5,0.5,21.0,NAGESH,,,The Estate
4.0,2019-04-02T21:57:00,6.0,18.0,2.0,8.0,2019-04-02T20:41:00,Ganesh,Food,Salads,2.0,Mixed Bean Usli,145.0,1.0,145.0,0.0,3.625,3.625,152.26,NAGESH,,,The Estate
4.0,2019-04-02T21:57:00,6.0,18.0,2.0,8.0,2019-04-02T20:41:00,Ganesh,Food,Non Vegetarian Starters,538.0,Military Style Khaima Balls 1/2,150.0,1.0,150.0,0.0,3.75,3.75,157.5,NAGESH,,,The Estate
4.0,2019-04-02T21:57:00,6.0,18.0,2.0,8.0,2019-04-02T20:41:00,Ganesh,Liquor,Whiskey,261.0,Teachers Highland,185.0,2.0,370.0,0.0,,,370.0,NAGESH,,,The Estate
4.0,2019-04-02T21:57:00,6.0,18.0,2.0,8.0,2019-04-02T20:41:00,Ganesh,Liquor,Whiskey,261.0,Teachers Highland,185.0,2.0,370.0,0.0,,,370.0,NAGESH,,,The Estate
4.0,2019-04-02T21:57:00,6.0,18.0,2.0,8.0,2019-04-02T20:41:00,Ganesh,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,The Estate
4.0,2019-04-02T21:57:00,6.0,18.0,2.0,8.0,2019-04-02T20:41:00,Ganesh,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,The Estate
4.0,2019-04-02T21:57:00,6.0,18.0,2.0,8.0,2019-04-02T20:41:00,Ganesh,Food,Indian Mains,145.0,HESAR KAALU GOJJU,165.0,1.0,165.0,0.0,4.125,4.125,173.26,NAGESH,,,The Estate
4.0,2019-04-02T21:57:00,6.0,18.0,2.0,8.0,2019-04-02T20:41:00,Ganesh,Food,Bread,162.0,Akki Rotti,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,The Estate
1.0,2019-04-02T22:43:00,2.0,1.0,1.0,1.0,2019-04-02T22:41:00,Nagesh,Food,Indian Mains,131.0,Nati Koli Curry,335.0,1.0,335.0,0.0,8.375,8.375,351.76,NAGESH,,,Home Delivery
1.0,2019-04-02T22:43:00,2.0,1.0,1.0,1.0,2019-04-02T22:41:00,Nagesh,Food,Bread,162.0,AKKI ROTTI,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Home Delivery
1.0,2019-04-02T22:43:00,2.0,1.0,1.0,1.0,2019-04-02T22:41:00,Nagesh,Food,Non Vegetarian Starters,59.0,KALMI KABAB,255.0,1.0,255.0,0.0,6.375,6.375,267.76,NAGESH,,,Home Delivery
1.0,2019-04-02T22:43:00,2.0,1.0,1.0,1.0,2019-04-02T22:41:00,Nagesh,Liquor,Beers 650ml,441.0,Carry Bag,8.0,1.0,8.0,0.0,,,8.0,NAGESH,,,Home Delivery
1.0,2019-04-02T22:43:00,2.0,1.0,1.0,1.0,2019-04-02T22:41:00,Nagesh,Liquor,Classic Cocktails,442.0,Parcel Container,5.0,2.0,10.0,0.0,,,10.0,NAGESH,,,Home Delivery
1.0,2019-04-02T22:43:00,2.0,1.0,1.0,1.0,2019-04-02T22:41:00,Nagesh,Food,Cigarettes,315.0,CIGARETTES - 10 NOS,200.0,1.0,200.0,0.0,5.0,5.0,210.0,NAGESH,,,Home Delivery
1.0,2019-04-02T23:21:00,5.0,1.0,1.0,5.0,2019-04-02T20:30:00,Nagesh,Food,Rice,172.0,PALAK RICE,165.0,1.0,165.0,0.0,4.125,4.125,173.26,NAGESH,,,Swiggy
1.0,2019-04-02T23:21:00,5.0,1.0,1.0,5.0,2019-04-02T20:30:00,Nagesh,Food,Vegetarian Starters,23.0,SABAKKI VADE,175.0,1.0,175.0,0.0,4.375,4.375,183.76,NAGESH,,,Swiggy
2.0,2019-04-02T23:21:00,6.0,2.0,1.0,6.0,2019-04-02T21:55:00,Nagesh,Food,Bread,165.0,RAGI MUDDE,40.0,1.0,40.0,0.0,1.0,1.0,42.0,NAGESH,,,Swiggy
3.0,2019-04-02T23:21:00,7.0,3.0,1.0,7.0,2019-04-02T22:39:00,Nagesh,Food,Non Vegetarian Starters,69.0,SPICY MUTTON FRY,295.0,1.0,295.0,0.0,7.375,7.375,309.76,NAGESH,,,Swiggy
4.0,2019-04-02T23:21:00,8.0,4.0,1.0,8.0,2019-04-02T23:01:00,Nagesh,Food,Bread,162.0,AKKI ROTTI,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Swiggy
4.0,2019-04-02T23:21:00,8.0,4.0,1.0,8.0,2019-04-02T23:01:00,Nagesh,Food,Bread,162.0,AKKI ROTTI,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Swiggy
1.0,2019-04-02T13:50:00,23.0,B1,2.0,82.0,2019-04-02T12:13:00,Alok,Food,Mocktails,239.0,VIRGIN WATERMELON MOJITO,155.0,1.0,155.0,0.0,3.875,3.875,162.76,NAGESH,,,Shish
1.0,2019-04-02T13:50:00,23.0,B1,2.0,82.0,2019-04-02T12:13:00,Alok,Food,Mocktails,347.0,VIRGIN KIWI  MOJITO,155.0,1.0,155.0,0.0,3.875,3.875,162.76,NAGESH,,,Shish
1.0,2019-04-02T13:50:00,23.0,B1,2.0,82.0,2019-04-02T12:13:00,Alok,Food,Vegetarian Starters,525.0,B B Q  Ed Cauliflower And Brocolli Tikka,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Shish
1.0,2019-04-02T13:50:00,23.0,B1,2.0,82.0,2019-04-02T12:13:00,Alok,Food,Biryani,167.0,Chicken Biryani,275.0,1.0,275.0,0.0,6.875,6.875,288.76,NAGESH,,,Shish
1.0,2019-04-02T13:50:00,23.0,B1,2.0,82.0,2019-04-02T12:13:00,Alok,Food,Dessert,9999.0,ALMOND CAKE,225.0,1.0,225.0,0.0,5.625,5.625,236.26,NAGESH,,,Shish
1.0,2019-04-02T13:50:00,23.0,B1,2.0,82.0,2019-04-02T12:13:00,Alok,Food,Dessert,9999.0,ALMOND CAKE,225.0,1.0,225.0,0.0,5.625,5.625,236.26,NAGESH,,,Shish
1.0,2019-04-02T13:50:00,23.0,B1,2.0,82.0,2019-04-02T12:13:00,Alok,Food,Dessert,9999.0,ALMOND CAKE,225.0,1.0,225.0,0.0,5.625,5.625,236.26,NAGESH,,,Shish
2.0,2019-04-02T14:27:00,24.0,4.0,2.0,83.0,2019-04-02T13:00:00,Alok,Liquor,Draught Beer,502.0,Budweiser Draught Pitcher ( M),625.0,1.0,625.0,0.0,,,625.0,NAGESH,,,Shish
2.0,2019-04-02T14:27:00,24.0,4.0,2.0,83.0,2019-04-02T13:00:00,Alok,Food,Non Vegetarian Starters,61.0,SEEKH KABAB,295.0,1.0,295.0,0.0,7.375,7.375,309.76,NAGESH,,,Shish
2.0,2019-04-02T14:27:00,24.0,4.0,2.0,83.0,2019-04-02T13:00:00,Alok,Food,Bread,152.0,Tandoori Roti,55.0,1.0,55.0,0.0,1.375,1.375,57.76,NAGESH,,,Shish
2.0,2019-04-02T14:27:00,24.0,4.0,2.0,83.0,2019-04-02T13:00:00,Alok,Food,Bread,152.0,Tandoori Roti,55.0,1.0,55.0,0.0,1.375,1.375,57.76,NAGESH,,,Shish
2.0,2019-04-02T14:27:00,24.0,4.0,2.0,83.0,2019-04-02T13:00:00,Alok,Food,Vegetarian Starters,341.0,Mushroom Chilli,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Shish
2.0,2019-04-02T14:27:00,24.0,4.0,2.0,83.0,2019-04-02T13:00:00,Alok,Liquor,Draught Beer,502.0,Budweiser Draught Pitcher ( M),625.0,1.0,625.0,0.0,,,625.0,NAGESH,,,Shish
2.0,2019-04-02T14:27:00,24.0,4.0,2.0,83.0,2019-04-02T13:00:00,Alok,Food,Bread,152.0,Tandoori Roti,55.0,1.0,55.0,0.0,1.375,1.375,57.76,NAGESH,,,Shish
2.0,2019-04-02T14:27:00,24.0,4.0,2.0,83.0,2019-04-02T13:00:00,Alok,Food,Bread,152.0,Tandoori Roti,55.0,1.0,55.0,0.0,1.375,1.375,57.76,NAGESH,,,Shish
3.0,2019-04-02T17:11:00,25.0,8.0,2.0,98.0,2019-04-02T16:36:00,Ranjan,Liquor,Draught Beer,498.0,Budweiser Draught Mug 500ml (p),195.0,1.0,195.0,0.0,,,195.0,NAGESH,,,Shish
3.0,2019-04-02T17:11:00,25.0,8.0,2.0,98.0,2019-04-02T16:36:00,Ranjan,Liquor,Liqueur,351.0,Jamican Fasion,195.0,1.0,195.0,0.0,,,195.0,NAGESH,,,Shish
3.0,2019-04-02T17:11:00,25.0,8.0,2.0,98.0,2019-04-02T16:36:00,Ranjan,Food,Vegetarian Starters,36.0,MASALA PAPAD,75.0,1.0,75.0,0.0,1.875,1.875,78.76,NAGESH,,,Shish
3.0,2019-04-02T17:11:00,25.0,8.0,2.0,98.0,2019-04-02T16:36:00,Ranjan,Liquor,Liqueur,351.0,Jamican Fasion,195.0,1.0,195.0,0.0,,,195.0,NAGESH,,,Shish
4.0,2019-04-02T17:52:00,26.0,2.0,2.0,90.0,2019-04-02T14:53:00,Alok,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,27.5,,,247.5,NAGESH,,,Shish
4.0,2019-04-02T17:52:00,26.0,2.0,2.0,90.0,2019-04-02T14:53:00,Alok,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,27.5,,,247.5,NAGESH,,,Shish
4.0,2019-04-02T17:52:00,26.0,2.0,2.0,90.0,2019-04-02T14:53:00,Alok,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,27.5,,,247.5,NAGESH,,,Shish
4.0,2019-04-02T17:52:00,26.0,2.0,2.0,90.0,2019-04-02T14:53:00,Alok,Food,Vegetarian Starters,36.0,MASALA PAPAD,75.0,1.0,75.0,7.5,1.688,1.688,70.88,NAGESH,,,Shish
4.0,2019-04-02T17:52:00,26.0,2.0,2.0,90.0,2019-04-02T14:53:00,Alok,Soft Drink,Soft Beverages,307.0,Coke,50.0,1.0,50.0,5.0,1.125,1.125,47.26,NAGESH,,,Shish
4.0,2019-04-02T17:52:00,26.0,2.0,2.0,90.0,2019-04-02T14:53:00,Alok,Soft Drink,Soft Beverages,307.0,Coke,50.0,1.0,50.0,5.0,1.125,1.125,47.26,NAGESH,,,Shish
4.0,2019-04-02T17:52:00,26.0,2.0,2.0,90.0,2019-04-02T14:53:00,Alok,Liquor,Beers 650ml,248.0,Budweiser,275.0,1.0,275.0,27.5,,,247.5,NAGESH,,,Shish
5.0,2019-04-02T19:05:00,27.0,4.0,2.0,100.0,2019-04-02T16:43:00,Ranjan,Liquor,Beers 650ml,245.0,Kingfisher,249.99999999999997,1.0,250.0,0.0,,,250.0,NAGESH,,,Shish
5.0,2019-04-02T19:05:00,27.0,4.0,2.0,100.0,2019-04-02T16:43:00,Ranjan,Liquor,Vodka,284.0,Smirnoff,135.0,2.0,270.0,0.0,,,270.0,NAGESH,,,Shish
5.0,2019-04-02T19:05:00,27.0,4.0,2.0,100.0,2019-04-02T16:43:00,Ranjan,Soft Drink,Soft Beverages,308.0,Sprite,50.0,1.0,50.0,0.0,1.25,1.25,52.5,NAGESH,,,Shish
5.0,2019-04-02T19:05:00,27.0,4.0,2.0,100.0,2019-04-02T16:43:00,Ranjan,Food,Non Vegetarian Starters,56.0,MURGH ACHARI TIKKA,245.0,1.0,245.0,0.0,6.125,6.125,257.26,NAGESH,,,Shish
5.0,2019-04-02T19:05:00,27.0,4.0,2.0,100.0,2019-04-02T16:43:00,Ranjan,Liquor,Vodka,284.0,Smirnoff,135.0,1.0,135.0,0.0,,,135.0,NAGESH,,,Shish
5.0,2019-04-02T19:05:00,27.0,4.0,2.0,100.0,2019-04-02T16:43:00,Ranjan,Liquor,Pint Beers,316.0,Kingfisher 330ml,175.0,1.0,175.0,0.0,,,175.0,NAGESH,,,Shish
6.0,2019-04-02T19:30:00,28.0,8.0,2.0,108.0,2019-04-02T18:24:00,Ranjan,Liquor,Draught Beer,502.0,Budweiser Draught Pitcher ( M),625.0,1.0,625.0,0.0,,,625.0,NAGESH,,,Shish
6.0,2019-04-02T19:30:00,28.0,8.0,2.0,108.0,2019-04-02T18:24:00,Ranjan,Food,Salads,1.0,GREEN SALAD STICKS,104.99999999999999,1.0,105.0,0.0,2.625,2.625,110.26,NAGESH,,,Shish
6.0,2019-04-02T19:30:00,28.0,8.0,2.0,108.0,2019-04-02T18:24:00,Ranjan,Food,Vegetarian Starters,33.0,Homestyle Nachos,255.0,1.0,255.0,0.0,6.375,6.375,267.76,NAGESH,,,Shish
7.0,2019-04-02T19:42:00,29.0,17.0,2.0,106.0,2019-04-02T18:10:00,Ranjan,Liquor,Draught Beer,498.0,Budweiser Draught Mug 500ml (p),195.0,1.0,195.0,0.0,,,195.0,NAGESH,,,Shish
7.0,2019-04-02T19:42:00,29.0,17.0,2.0,106.0,2019-04-02T18:10:00,Ranjan,Food,Mocktails,239.0,VIRGIN WATERMELON MOJITO,155.0,1.0,155.0,0.0,3.875,3.875,162.76,NAGESH,,,Shish
7.0,2019-04-02T19:42:00,29.0,17.0,2.0,106.0,2019-04-02T18:10:00,Ranjan,Food,Vegetarian Starters,33.0,Homestyle Nachos,255.0,1.0,255.0,0.0,6.375,6.375,267.76,NAGESH,,,Shish
7.0,2019-04-02T19:42:00,29.0,17.0,2.0,106.0,2019-04-02T18:10:00,Ranjan,Food,Vegetarian Starters,23.0,Sabakki Vade,175.0,1.0,175.0,0.0,4.375,4.375,183.76,NAGESH,,,Shish
